V(CE_0)	I(C0)	V(CE_1)	I(C1)	V(CE2)	I(C2)	V(CE3)	I(C3)	V(CE4)	I(C4)	V(CE5)	I(C5)
8.04	6.712539E-12	7.812785	0.001136076	7.226935	0.004065323	6.661082	0.006894589	6.121165	0.009594175	5.605975	0.01217013
8.05	8.141984E-12	7.822752	0.001136241	7.236817	0.004065912	6.670882	0.006895589	6.130887	0.009595567	5.615621	0.01217189
8.06	8.150343E-12	7.832719	0.001136405	7.2467	0.004066501	6.680682	0.006896588	6.140608	0.009596959	5.625268	0.01217366
8.07	6.741797E-12	7.842686	0.001136569	7.256582	0.00406709	6.690483	0.006897588	6.15033	0.009598351	5.634915	0.01217543
8.08	6.752246E-12	7.852653	0.001136734	7.266464	0.004067679	6.700283	0.006898588	6.160051	0.009599742	5.644561	0.01217719
8.09	8.181691E-12	7.86262	0.001136898	7.276346	0.004068268	6.710083	0.006899587	6.169773	0.009601135	5.654208	0.01217896
8.1	8.19214E-12	7.872588	0.001137062	7.286229	0.004068857	6.719882	0.006900587	6.179495	0.009602526	5.663855	0.01218073
8.11	6.781503E-12	7.882555	0.001137227	7.296111	0.004069446	6.729682	0.006901587	6.189216	0.009603919	5.673501	0.01218249
8.12	6.794042E-12	7.892522	0.001137391	7.305993	0.004070035	6.739483	0.006902587	6.198938	0.009605311	5.683148	0.01218426
8.13	8.221398E-12	7.902489	0.001137555	7.315875	0.004070624	6.749283	0.006903586	6.20866	0.009606702	5.692795	0.01218602
8.14	8.231847E-12	7.912456	0.00113772	7.325758	0.004071213	6.759083	0.006904586	6.218381	0.009608095	5.702442	0.01218779
8.15	6.82121E-12	7.922423	0.001137884	7.335639	0.004071802	6.768883	0.006905586	6.228103	0.009609486	5.712089	0.01218956
8.16	6.833749E-12	7.93239	0.001138048	7.345522	0.004072391	6.778683	0.006906586	6.237824	0.009610878	5.721735	0.01219132
8.17	8.261104E-12	7.942358	0.001138213	7.355404	0.00407298	6.788483	0.006907586	6.247546	0.00961227	5.731382	0.01219309
8.18	8.271554E-12	7.952324	0.001138377	7.365286	0.00407357	6.798283	0.006908585	6.257267	0.009613662	5.741029	0.01219486
8.19	6.860917E-12	7.962292	0.001138541	7.375168	0.004074159	6.808083	0.006909585	6.266989	0.009615053	5.750676	0.01219662
8.2	6.871366E-12	7.972259	0.001138706	7.38505	0.004074747	6.817883	0.006910585	6.276711	0.009616446	5.760322	0.01219839
8.21	8.302901E-12	7.982226	0.00113887	7.394933	0.004075336	6.827683	0.006911584	6.286432	0.009617838	5.769969	0.01220015
8.22	8.311261E-12	7.992193	0.001139034	7.404815	0.004075925	6.837483	0.006912584	6.296154	0.009619229	5.779616	0.01220192
8.23	6.902714E-12	8.00216	0.001139199	7.414697	0.004076514	6.847283	0.006913584	6.305876	0.009620622	5.789262	0.01220369
8.24	6.911073E-12	8.012128	0.001139363	7.424579	0.004077103	6.857083	0.006914584	6.315598	0.009622013	5.798909	0.01220545
8.25	8.342608E-12	8.022095	0.001139527	7.434462	0.004077693	6.866883	0.006915583	6.325319	0.009623406	5.808556	0.01220722
8.26	8.350967E-12	8.032062	0.001139692	7.444344	0.004078282	6.876683	0.006916583	6.335041	0.009624797	5.818203	0.01220899
8.27	6.942421E-12	8.042028	0.001139856	7.454226	0.004078871	6.886484	0.006917583	6.344762	0.009626189	5.827849	0.01221075
8.28	6.95078E-12	8.051996	0.00114002	7.464108	0.00407946	6.896284	0.006918583	6.354484	0.009627581	5.837496	0.01221252
8.29	8.382315E-12	8.061963	0.001140185	7.47399	0.004080049	6.906084	0.006919582	6.364205	0.009628973	5.847143	0.01221429
8.3	8.390674E-12	8.07193	0.001140349	7.483872	0.004080638	6.915884	0.006920582	6.373927	0.009630364	5.85679	0.01221605
8.31	6.982127E-12	8.081898	0.001140513	7.493755	0.004081226	6.925683	0.006921581	6.383649	0.009631757	5.866436	0.01221782
8.32	6.990487E-12	8.091865	0.001140678	7.503637	0.004081815	6.935484	0.006922581	6.39337	0.009633149	5.876083	0.01221958
8.33	8.422021E-12	8.101831	0.001140842	7.513519	0.004082405	6.945284	0.006923581	6.403092	0.00963454	5.88573	0.01222135
8.34	8.43247E-12	8.111798	0.001141006	7.523401	0.004082994	6.955084	0.006924581	6.412814	0.009635933	5.895377	0.01222312
8.35	7.021834E-12	8.121766	0.001141171	7.533283	0.004083583	6.964884	0.006925581	6.422535	0.009637324	5.905024	0.01222488
8.36	7.032283E-12	8.131733	0.001141335	7.543166	0.004084172	6.974684	0.00692658	6.432257	0.009638716	5.91467	0.01222665
8.37	8.461728E-12	8.1417	0.001141499	7.553048	0.004084761	6.984484	0.00692758	6.441978	0.009640108	5.924317	0.01222842
8.38	8.472177E-12	8.151668	0.001141664	7.56293	0.00408535	6.994284	0.00692858	6.4517	0.0096415	5.933964	0.01223018
8.39	7.061541E-12	8.161634	0.001141828	7.572812	0.004085939	7.004084	0.00692958	6.461421	0.009642892	5.94361	0.01223195
8.4	7.07199E-12	8.171601	0.001141992	7.582695	0.004086528	7.013884	0.006930579	6.471143	0.009644284	5.953257	0.01223371
8.41	8.501435E-12	8.181569	0.001142157	7.592577	0.004087117	7.023684	0.006931579	6.480865	0.009645675	5.962904	0.01223548
8.42	8.511884E-12	8.191536	0.001142321	7.602459	0.004087706	7.033484	0.006932579	6.490586	0.009647068	5.97255	0.01223725
8.43	7.101248E-12	8.201503	0.001142485	7.612341	0.004088295	7.043284	0.006933578	6.500308	0.009648459	5.982197	0.01223901
8.44	7.111697E-12	8.21147	0.001142649	7.622223	0.004088884	7.053084	0.006934578	6.51003	0.009649851	5.991844	0.01224078
8.45	8.543231E-12	8.221437	0.001142814	7.632105	0.004089473	7.062884	0.006935578	6.519752	0.009651244	6.001491	0.01224255
8.46	8.551591E-12	8.231404	0.001142978	7.641988	0.004090062	7.072684	0.006936578	6.529473	0.009652635	6.011137	0.01224431
8.47	7.140954E-12	8.241371	0.001143142	7.65187	0.004090651	7.082485	0.006937577	6.539195	0.009654027	6.020784	0.01224608
8.48	7.151404E-12	8.251339	0.001143307	7.661752	0.00409124	7.092285	0.006938577	6.548916	0.009655419	6.030431	0.01224785
8.49	8.582938E-12	8.261306	0.001143471	7.671634	0.004091829	7.102085	0.006939576	6.558638	0.009656811	6.040078	0.01224961
8.5	8.591298E-12	8.271273	0.001143635	7.681517	0.004092418	7.111885	0.006940576	6.568359	0.009658203	6.049725	0.01225138
8.51	7.182751E-12	8.28124	0.0011438	7.691399	0.004093007	7.121685	0.006941576	6.578081	0.009659595	6.059371	0.01225314
8.52	7.191111E-12	8.291207	0.001143964	7.701281	0.004093596	7.131485	0.006942576	6.587803	0.009660986	6.069018	0.01225491
8.53	8.622645E-12	8.301174	0.001144128	7.711163	0.004094185	7.141285	0.006943576	6.597524	0.009662379	6.078665	0.01225668
8.54	8.631005E-12	8.311141	0.001144293	7.721045	0.004094774	7.151085	0.006944575	6.607246	0.00966377	6.088311	0.01225844
8.55	7.222458E-12	8.321109	0.001144457	7.730927	0.004095363	7.160885	0.006945575	6.616968	0.009665162	6.097958	0.01226021
8.56	7.230817E-12	8.331076	0.001144621	7.740809	0.004095952	7.170685	0.006946575	6.626689	0.009666554	6.107605	0.01226198
8.57	8.662352E-12	8.341043	0.001144786	7.750692	0.004096541	7.180485	0.006947574	6.636411	0.009667946	6.117251	0.01226374
8.58	8.672801E-12	8.35101	0.00114495	7.760574	0.00409713	7.190285	0.006948574	6.646132	0.009669337	6.126898	0.01226551
8.59	7.262165E-12	8.360977	0.001145114	7.770456	0.004097719	7.200085	0.006949574	6.655854	0.00967073	6.136545	0.01226727
8.6	7.272614E-12	8.370944	0.001145279	7.780338	0.004098308	7.209885	0.006950574	6.665576	0.009672122	6.146192	0.01226904
8.61	8.702059E-12	8.380912	0.001145443	7.790221	0.004098897	7.219686	0.006951573	6.675297	0.009673513	6.155838	0.01227081
8.62	8.712508E-12	8.390879	0.001145607	7.800103	0.004099486	7.229486	0.006952573	6.685019	0.009674906	6.165485	0.01227257
8.63	7.301872E-12	8.400846	0.001145772	7.809985	0.004100075	7.239285	0.006953573	6.694741	0.009676297	6.175132	0.01227434
8.64	7.312321E-12	8.410812	0.001145936	7.819867	0.004100664	7.249085	0.006954573	6.704462	0.00967769	6.184779	0.01227611
8.65	8.741765E-12	8.42078	0.0011461	7.82975	0.004101253	7.258885	0.006955572	6.714184	0.009679081	6.194426	0.01227787
8.66	8.752214E-12	8.430747	0.001146265	7.839632	0.004101842	7.268686	0.006956572	6.723906	0.009680473	6.204072	0.01227964
8.67	7.341579E-12	8.440714	0.001146429	7.849514	0.004102431	7.278486	0.006957571	6.733627	0.009681865	6.213719	0.0122814
8.68	7.352028E-12	8.450682	0.001146593	7.859396	0.00410302	7.288286	0.006958571	6.743349	0.009683257	6.223366	0.01228317
8.69	8.783562E-12	8.460649	0.001146758	7.869278	0.004103609	7.298086	0.006959571	6.75307	0.009684648	6.233013	0.01228494
8.7	8.791921E-12	8.470615	0.001146922	7.87916	0.004104198	7.307886	0.006960571	6.762792	0.009686041	6.242659	0.0122867
8.71	7.381285E-12	8.480583	0.001147086	7.889042	0.004104787	7.317686	0.006961571	6.772513	0.009687432	6.252306	0.01228847
8.72	7.391734E-12	8.49055	0.001147251	7.898925	0.004105376	7.327486	0.00696257	6.782235	0.009688824	6.261953	0.01229024
8.73	8.823269E-12	8.500517	0.001147415	7.908807	0.004105965	7.337286	0.00696357	6.791957	0.009690216	6.271599	0.012292
8.74	8.831628E-12	8.510484	0.001147579	7.918689	0.004106554	7.347086	0.006964569	6.801678	0.009691608	6.281246	0.01229377
8.75	7.423082E-12	8.520452	0.001147744	7.928571	0.004107143	7.356886	0.006965569	6.8114	0.009693	6.290893	0.01229554
8.76	7.431441E-12	8.530418	0.001147908	7.938454	0.004107732	7.366686	0.006966569	6.821122	0.009694392	6.300539	0.0122973
8.77	8.860886E-12	8.540385	0.001148072	7.948336	0.004108321	7.376486	0.006967569	6.830843	0.009695783	6.310186	0.01229907
8.78	8.871335E-12	8.550353	0.001148236	7.958218	0.00410891	7.386286	0.006968569	6.840565	0.009697176	6.319833	0.01230083
8.79	7.462788E-12	8.56032	0.001148401	7.9681	0.004109499	7.396086	0.006969568	6.850286	0.009698567	6.32948	0.0123026
8.8	7.471148E-12	8.570287	0.001148565	7.977983	0.004110088	7.405887	0.006970568	6.860008	0.009699959	6.339127	0.01230437
8.81	8.900593E-12	8.580255	0.001148729	7.987864	0.004110677	7.415687	0.006971567	6.86973	0.009701351	6.348773	0.01230613
8.82	8.913132E-12	8.590221	0.001148894	7.997747	0.004111266	7.425487	0.006972567	6.879451	0.009702743	6.35842	0.0123079
8.83	7.502495E-12	8.600188	0.001149058	8.007629	0.004111855	7.435287	0.006973567	6.889173	0.009704135	6.368067	0.01230967
8.84	7.510855E-12	8.610155	0.001149222	8.017511	0.004112444	7.445086	0.006974567	6.898895	0.009705527	6.377714	0.01231143
8.85	8.9403E-12	8.620123	0.001149387	8.027393	0.004113033	7.454887	0.006975567	6.908616	0.009706919	6.387361	0.0123132
8.86	8.952838E-12	8.63009	0.001149551	8.037275	0.004113622	7.464687	0.006976566	6.918338	0.00970831	6.397007	0.01231497
8.87	7.542202E-12	8.640057	0.001149715	8.047157	0.004114211	7.474487	0.006977566	6.92806	0.009709703	6.406654	0.01231673
8.88	7.552651E-12	8.650024	0.00114988	8.05704	0.0041148	7.484287	0.006978565	6.937781	0.009711094	6.416301	0.0123185
8.89	8.980006E-12	8.659991	0.001150044	8.066922	0.004115389	7.494087	0.006979565	6.947503	0.009712487	6.425947	0.01232026
8.9	8.992545E-12	8.669958	0.001150208	8.076804	0.004115978	7.503887	0.006980565	6.957224	0.009713878	6.435594	0.01232203
8.91	7.581909E-12	8.679926	0.001150373	8.086686	0.004116567	7.513687	0.006981565	6.966946	0.00971527	6.445241	0.0123238
8.92	7.592358E-12	8.689893	0.001150537	8.096569	0.004117156	7.523487	0.006982564	6.976668	0.009716662	6.454887	0.01232556
8.93	9.019713E-12	8.69986	0.001150701	8.106451	0.004117745	7.533287	0.006983564	6.986389	0.009718054	6.464534	0.01232733
8.94	9.032252E-12	8.709826	0.001150866	8.116333	0.004118334	7.543087	0.006984564	6.996111	0.009719445	6.474181	0.0123291
8.95	7.621616E-12	8.719794	0.00115103	8.126215	0.004118923	7.552887	0.006985563	7.005833	0.009720838	6.483828	0.01233086
8.96	7.632065E-12	8.729761	0.001151194	8.136098	0.004119512	7.562687	0.006986563	7.015554	0.009722229	6.493474	0.01233263
8.97	9.061509E-12	8.739728	0.001151359	8.14598	0.004120101	7.572487	0.006987563	7.025276	0.009723621	6.503121	0.01233439
8.98	9.071958E-12	8.749696	0.001151523	8.155862	0.00412069	7.582287	0.006988563	7.034997	0.009725013	6.512768	0.01233616
8.99	7.663412E-12	8.759663	0.001151687	8.165744	0.004121279	7.592088	0.006989562	7.044719	0.009726405	6.522415	0.01233793
9	7.671772E-12	8.769629	0.001151852	8.175627	0.004121868	7.601888	0.006990562	7.05444	0.009727797	6.532062	0.01233969
9.01	9.101216E-12	8.779597	0.001152016	8.185509	0.004122457	7.611688	0.006991562	7.064162	0.009729189	6.541708	0.01234146
9.02	9.111665E-12	8.789564	0.00115218	8.195391	0.004123046	7.621488	0.006992561	7.073884	0.00973058	6.551355	0.01234323
9.03	7.703119E-12	8.799531	0.001152345	8.205273	0.004123635	7.631288	0.006993561	7.083606	0.009731973	6.561002	0.01234499
9.04	7.711478E-12	8.809498	0.001152509	8.215156	0.004124224	7.641088	0.006994561	7.093327	0.009733364	6.570649	0.01234676
9.05	9.140923E-12	8.819466	0.001152673	8.225038	0.004124813	7.650888	0.006995561	7.103049	0.009734756	6.580295	0.01234852
9.06	9.153463E-12	8.829432	0.001152838	8.23492	0.004125402	7.660688	0.00699656	7.112771	0.009736148	6.589942	0.01235029
9.07	7.742826E-12	8.839399	0.001153002	8.244802	0.004125991	7.670488	0.00699756	7.122492	0.00973754	6.599589	0.01235206
9.08	7.751185E-12	8.849367	0.001153166	8.254683	0.00412658	7.680288	0.006998559	7.132214	0.009738931	6.609235	0.01235382
9.09	9.18063E-12	8.859334	0.00115333	8.264566	0.004127169	7.690088	0.006999559	7.141935	0.009740324	6.618882	0.01235559
9.1	9.193169E-12	8.869301	0.001153495	8.274448	0.004127758	7.699888	0.007000559	7.151657	0.009741715	6.628529	0.01235736
9.11	7.782532E-12	8.879269	0.001153659	8.28433	0.004128347	7.709688	0.007001559	7.161378	0.009743107	6.638175	0.01235912
9.12	7.792982E-12	8.889235	0.001153823	8.294212	0.004128936	7.719488	0.007002558	7.1711	0.009744499	6.647822	0.01236089
9.13	9.220337E-12	8.899202	0.001153988	8.304095	0.004129525	7.729289	0.007003558	7.180822	0.009745891	6.657469	0.01236265
9.14	9.232876E-12	8.909169	0.001154152	8.313977	0.004130114	7.739089	0.007004558	7.190544	0.009747283	6.667116	0.01236442
9.15	7.822239E-12	8.919137	0.001154316	8.323859	0.004130703	7.748888	0.007005557	7.200265	0.009748675	6.676763	0.01236619
9.16	7.832688E-12	8.929104	0.001154481	8.333741	0.004131292	7.758688	0.007006557	7.209987	0.009750066	6.686409	0.01236795
9.17	9.260044E-12	8.939071	0.001154645	8.343624	0.004131881	7.768488	0.007007557	7.219708	0.009751459	6.696056	0.01236972
9.18	9.272583E-12	8.949039	0.001154809	8.353506	0.00413247	7.778289	0.007008556	7.22943	0.00975285	6.705703	0.01237149
9.19	7.861946E-12	8.959005	0.001154974	8.363388	0.004133059	7.788089	0.007009556	7.239151	0.009754242	6.71535	0.01237325
9.2	7.872395E-12	8.968972	0.001155138	8.37327	0.004133648	7.797889	0.007010556	7.248873	0.009755634	6.724997	0.01237502
9.21	9.301841E-12	8.97894	0.001155302	8.383153	0.004134237	7.807689	0.007011556	7.258595	0.009757026	6.734643	0.01237678
9.22	9.31229E-12	8.988907	0.001155467	8.393035	0.004134826	7.817489	0.007012555	7.268316	0.009758417	6.74429	0.01237855
9.23	7.903743E-12	8.998874	0.001155631	8.402917	0.004135415	7.827289	0.007013555	7.278038	0.00975981	6.753937	0.01238032
9.24	7.912102E-12	9.008841	0.001155795	8.412799	0.004136004	7.837089	0.007014554	7.28776	0.009761201	6.763583	0.01238208
9.25	9.341548E-12	9.018808	0.00115596	8.422682	0.004136593	7.846889	0.007015554	7.297482	0.009762594	6.77323	0.01238385
9.26	9.351997E-12	9.028775	0.001156124	8.432564	0.004137182	7.856689	0.007016554	7.307203	0.009763985	6.782877	0.01238562
9.27	7.94345E-12	9.038742	0.001156288	8.442446	0.004137771	7.866489	0.007017554	7.316925	0.009765377	6.792524	0.01238738
9.28	7.951809E-12	9.04871	0.001156453	8.452328	0.00413836	7.876289	0.007018554	7.326646	0.009766769	6.80217	0.01238915
9.29	9.381254E-12	9.058677	0.001156617	8.46221	0.004138949	7.886089	0.007019553	7.336368	0.009768161	6.811817	0.01239091
9.3	9.391703E-12	9.068644	0.001156781	8.472093	0.004139538	7.895889	0.007020553	7.346089	0.009769552	6.821464	0.01239268
9.31	7.983157E-12	9.07861	0.001156945	8.481975	0.004140127	7.90569	0.007021552	7.355811	0.009770945	6.83111	0.01239445
9.32	7.991516E-12	9.088578	0.00115711	8.491857	0.004140716	7.91549	0.007022552	7.365533	0.009772336	6.840757	0.01239621
9.33	9.420961E-12	9.098545	0.001157274	8.501739	0.004141305	7.92529	0.007023552	7.375254	0.009773728	6.850404	0.01239798
9.34	9.43141E-12	9.108512	0.001157438	8.511621	0.004141894	7.93509	0.007024552	7.384976	0.00977512	6.860051	0.01239975
9.35	8.022864E-12	9.11848	0.001157603	8.521503	0.004142483	7.94489	0.007025551	7.394698	0.009776512	6.869698	0.01240151
9.36	8.033313E-12	9.128447	0.001157767	8.531385	0.004143072	7.95469	0.007026551	7.404419	0.009777904	6.879344	0.01240328
9.37	9.460667E-12	9.138413	0.001157931	8.541267	0.004143661	7.96449	0.007027551	7.414141	0.009779296	6.888991	0.01240504
9.38	9.471117E-12	9.148381	0.001158096	8.55115	0.00414425	7.97429	0.00702855	7.423862	0.009780687	6.898638	0.01240681
9.39	8.062571E-12	9.158348	0.00115826	8.561032	0.004144839	7.98409	0.00702955	7.433584	0.00978208	6.908285	0.01240858
9.4	8.07302E-12	9.168315	0.001158424	8.570914	0.004145428	7.99389	0.007030549	7.443306	0.009783471	6.917932	0.01241034
9.41	9.500374E-12	9.178282	0.001158589	8.580796	0.004146017	8.00369	0.007031549	7.453027	0.009784862	6.927578	0.01241211
9.42	9.510824E-12	9.18825	0.001158753	8.590679	0.004146606	8.01349	0.007032549	7.462749	0.009786255	6.937225	0.01241388
9.43	8.102277E-12	9.198216	0.001158917	8.600561	0.004147195	8.023291	0.007033549	7.472471	0.009787646	6.946872	0.01241564
9.44	8.112726E-12	9.208183	0.001159082	8.610443	0.004147784	8.033091	0.007034549	7.482193	0.009789038	6.956518	0.01241741
9.45	9.542171E-12	9.218151	0.001159246	8.620325	0.004148373	8.042891	0.007035548	7.491914	0.00979043	6.966165	0.01241917
9.46	9.550531E-12	9.228118	0.00115941	8.630208	0.004148962	8.052691	0.007036548	7.501636	0.009791822	6.975812	0.01242094
9.47	8.144074E-12	9.238085	0.001159575	8.64009	0.004149551	8.06249	0.007037547	7.511357	0.009793214	6.985459	0.01242271
9.48	8.152433E-12	9.248053	0.001159739	8.649972	0.00415014	8.07229	0.007038547	7.521079	0.009794606	6.995105	0.01242447
9.49	9.581878E-12	9.258019	0.001159903	8.659854	0.004150729	8.08209	0.007039547	7.5308	0.009795997	7.004752	0.01242624
9.5	9.590237E-12	9.267986	0.001160068	8.669737	0.004151318	8.09189	0.007040546	7.540522	0.00979739	7.014399	0.01242801
9.51	8.18378E-12	9.277953	0.001160232	8.679619	0.004151907	8.10169	0.007041546	7.550244	0.009798781	7.024045	0.01242977
9.52	8.19214E-12	9.287921	0.001160396	8.689501	0.004152496	8.111491	0.007042546	7.559966	0.009800173	7.033692	0.01243154
9.53	9.621585E-12	9.297888	0.001160561	8.699383	0.004153085	8.121291	0.007043546	7.569687	0.009801565	7.043339	0.0124333
9.54	9.629944E-12	9.307855	0.001160725	8.709265	0.004153674	8.131091	0.007044545	7.579409	0.009802957	7.052986	0.01243507
9.55	8.223487E-12	9.317822	0.001160889	8.719148	0.004154263	8.140891	0.007045545	7.58913	0.009804348	7.062633	0.01243684
9.56	8.231847E-12	9.327789	0.001161054	8.72903	0.004154852	8.150691	0.007046544	7.598852	0.009805741	7.072279	0.0124386
9.57	9.661292E-12	9.337756	0.001161218	8.738912	0.004155441	8.160491	0.007047544	7.608573	0.009807132	7.081926	0.01244037
9.58	9.671741E-12	9.347724	0.001161382	8.748794	0.00415603	8.170291	0.007048544	7.618295	0.009808525	7.091573	0.01244214
9.59	8.263194E-12	9.357691	0.001161546	8.758677	0.004156619	8.180091	0.007049544	7.628017	0.009809916	7.10122	0.0124439
9.6	8.273643E-12	9.367658	0.001161711	8.768559	0.004157208	8.189892	0.007050543	7.637738	0.009811308	7.110867	0.01244567
9.61	9.700998E-12	9.377625	0.001161875	8.77844	0.004157797	8.199692	0.007051543	7.64746	0.0098127	7.120513	0.01244743
9.62	9.711447E-12	9.387592	0.001162039	8.788322	0.004158386	8.209492	0.007052543	7.657182	0.009814092	7.13016	0.0124492
9.63	8.302901E-12	9.397559	0.001162204	8.798205	0.004158975	8.219292	0.007053542	7.666903	0.009815483	7.139807	0.01245097
9.64	8.31335E-12	9.407526	0.001162368	8.808087	0.004159564	8.229092	0.007054542	7.676625	0.009816875	7.149453	0.01245273
9.65	9.740705E-12	9.417494	0.001162532	8.817969	0.004160153	8.238892	0.007055542	7.686347	0.009818267	7.1591	0.0124545
9.66	9.751154E-12	9.427461	0.001162697	8.827851	0.004160742	8.248692	0.007056541	7.696068	0.009819658	7.168747	0.01245627
9.67	8.342608E-12	9.437428	0.001162861	8.837734	0.004161331	8.258492	0.007057541	7.70579	0.009821051	7.178394	0.01245803
9.68	8.353057E-12	9.447395	0.001163025	8.847616	0.00416192	8.268291	0.007058541	7.715511	0.009822442	7.18804	0.0124598
9.69	9.782501E-12	9.457362	0.00116319	8.857498	0.004162509	8.278092	0.007059541	7.725233	0.009823835	7.197687	0.01246156
9.7	9.790861E-12	9.467329	0.001163354	8.86738	0.004163098	8.287892	0.00706054	7.734955	0.009825226	7.207334	0.01246333
9.71	8.384404E-12	9.477296	0.001163518	8.877263	0.004163687	8.297692	0.00706154	7.744677	0.009826618	7.21698	0.0124651
9.72	8.392764E-12	9.487264	0.001163683	8.887145	0.004164276	8.307492	0.007062539	7.754398	0.00982801	7.226627	0.01246686
9.73	9.822208E-12	9.497231	0.001163847	8.897027	0.004164865	8.317292	0.007063539	7.76412	0.009829402	7.236274	0.01246863
9.74	9.830568E-12	9.507197	0.001164011	8.906909	0.004165454	8.327092	0.007064539	7.773841	0.009830793	7.245921	0.0124704
9.75	8.424111E-12	9.517165	0.001164176	8.916792	0.004166043	8.336892	0.007065538	7.783563	0.009832186	7.255568	0.01247216
9.76	8.43247E-12	9.527132	0.00116434	8.926674	0.004166631	8.346692	0.007066538	7.793284	0.009833577	7.265214	0.01247393
9.77	9.861915E-12	9.537099	0.001164504	8.936556	0.004167221	8.356492	0.007067538	7.803006	0.009834969	7.274861	0.01247569
9.78	9.870275E-12	9.547067	0.001164668	8.946438	0.00416781	8.366293	0.007068538	7.812728	0.009836361	7.284508	0.01247746
9.79	8.463818E-12	9.557034	0.001164833	8.95632	0.004168399	8.376093	0.007069537	7.82245	0.009837752	7.294155	0.01247923
9.8	8.472177E-12	9.567	0.001164997	8.966203	0.004168988	8.385893	0.007070537	7.832171	0.009839145	7.303802	0.01248099
9.81	9.901622E-12	9.576968	0.001165161	8.976085	0.004169577	8.395693	0.007071537	7.841893	0.009840536	7.313448	0.01248276
9.82	9.912071E-12	9.586935	0.001165326	8.985967	0.004170165	8.405493	0.007072536	7.851614	0.009841928	7.323095	0.01248453
9.83	8.503524E-12	9.596902	0.00116549	8.995849	0.004170754	8.415293	0.007073536	7.861336	0.00984332	7.332742	0.01248629
9.84	8.513974E-12	9.606869	0.001165654	9.005732	0.004171344	8.425093	0.007074535	7.871058	0.009844712	7.342389	0.01248806
9.85	9.941329E-12	9.616837	0.001165819	9.015614	0.004171933	8.434893	0.007075535	7.880779	0.009846103	7.352035	0.01248982
9.86	9.951778E-12	9.626803	0.001165983	9.025496	0.004172522	8.444693	0.007076535	7.890501	0.009847496	7.361682	0.01249159
9.87	8.543231E-12	9.63677	0.001166147	9.035378	0.004173111	8.454494	0.007077535	7.900223	0.009848887	7.371329	0.01249336
9.88	8.55368E-12	9.646738	0.001166312	9.04526	0.004173699	8.464293	0.007078534	7.909944	0.009850279	7.380975	0.01249512
9.89	9.981036E-12	9.656705	0.001166476	9.055142	0.004174288	8.474093	0.007079534	7.919666	0.009851671	7.390622	0.01249689
9.9	9.991485E-12	9.666672	0.00116664	9.065024	0.004174877	8.483893	0.007080534	7.929388	0.009853063	7.400269	0.01249866
9.91	8.582938E-12	9.67664	0.001166805	9.074906	0.004175466	8.493693	0.007081533	7.939109	0.009854455	7.409916	0.01250042
9.92	8.593387E-12	9.686606	0.001166969	9.084789	0.004176056	8.503493	0.007082533	7.948831	0.009855846	7.419562	0.01250219
9.93	1.002283E-11	9.696573	0.001167133	9.094671	0.004176645	8.513293	0.007083532	7.958552	0.009857238	7.429209	0.01250395
9.94	1.003119E-11	9.70654	0.001167297	9.104553	0.004177233	8.523093	0.007084532	7.968274	0.00985863	7.438856	0.01250572
9.95	8.620556E-12	9.716508	0.001167462	9.114435	0.004177822	8.532893	0.007085532	7.977995	0.009860022	7.448503	0.01250749
9.96	8.633094E-12	9.726475	0.001167626	9.124318	0.004178411	8.542694	0.007086531	7.987717	0.009861413	7.458149	0.01250925
9.97	1.006254E-11	9.736442	0.00116779	9.1342	0.004179	8.552494	0.007087531	7.997439	0.009862806	7.467796	0.01251102
9.98	1.00709E-11	9.746409	0.001167955	9.144082	0.004179589	8.562294	0.007088531	8.00716	0.009864197	7.477443	0.01251278
9.99	8.662352E-12	9.756376	0.001168119	9.153964	0.004180178	8.572094	0.007089531	8.016882	0.009865589	7.48709	0.01251455
10	8.672801E-12	9.766343	0.001168283	9.163847	0.004180767	8.581894	0.00709053	8.026604	0.009866981	7.496737	0.01251632
