V(CE_0)	I(C0)	V(CE_1)	I(C1)	V(CE2)	I(C2)	V(CE3)	I(C3)	V(CE4)	I(C4)	V(CE5)	I(C5)
3.9	3.990534E-12	3.686392	0.001068039	3.13571	0.003821447	2.603867	0.006480665	2.096424	0.009017879	1.612238	0.01143881
3.91	2.580942E-12	3.696359	0.001068204	3.145593	0.003822037	2.613667	0.006481666	2.106146	0.009019271	1.621884	0.01144058
3.92	2.590869E-12	3.706326	0.001068368	3.155475	0.003822626	2.623467	0.006482665	2.115867	0.009020664	1.631531	0.01144235
3.93	4.020314E-12	3.716294	0.001068532	3.165357	0.003823215	2.633267	0.006483665	2.125589	0.009022056	1.641178	0.01144411
3.94	4.03024E-12	3.726261	0.001068697	3.175239	0.003823804	2.643067	0.006484665	2.13531	0.009023448	1.650824	0.01144588
3.95	2.621171E-12	3.736228	0.001068861	3.185121	0.003824393	2.652867	0.006485665	2.145032	0.00902484	1.660471	0.01144764
3.96	2.631098E-12	3.746195	0.001069025	3.195004	0.003824982	2.662667	0.006486665	2.154753	0.009026232	1.670118	0.01144941
3.97	4.060543E-12	3.756162	0.00106919	3.204886	0.003825571	2.672467	0.006487665	2.164475	0.009027625	1.679764	0.01145118
3.98	4.07047E-12	3.766129	0.001069354	3.214768	0.00382616	2.682267	0.006488665	2.174197	0.009029017	1.689411	0.01145294
3.99	2.661401E-12	3.776096	0.001069519	3.22465	0.00382675	2.692067	0.006489665	2.183918	0.009030408	1.699058	0.01145471
4	2.671327E-12	3.786063	0.001069683	3.234532	0.003827339	2.701867	0.006490665	2.19364	0.009031801	1.708704	0.01145648
4.01	4.10025E-12	3.796031	0.001069847	3.244414	0.003827928	2.711667	0.006491664	2.203362	0.009033193	1.718351	0.01145824
4.02	4.110699E-12	3.805998	0.001070012	3.254297	0.003828517	2.721467	0.006492664	2.213083	0.009034585	1.727998	0.01146001
4.03	2.701107E-12	3.815965	0.001070176	3.264179	0.003829106	2.731267	0.006493664	2.222805	0.009035977	1.737644	0.01146178
4.04	2.711556E-12	3.825932	0.00107034	3.274061	0.003829695	2.741067	0.006494664	2.232526	0.009037369	1.747291	0.01146354
4.05	4.141001E-12	3.835899	0.001070505	3.283943	0.003830284	2.750867	0.006495664	2.242248	0.009038761	1.756938	0.01146531
4.06	4.15145E-12	3.845866	0.001070669	3.293825	0.003830873	2.760667	0.006496664	2.251969	0.009040154	1.766585	0.01146708
4.07	2.740814E-12	3.855833	0.001070833	3.303708	0.003831462	2.770467	0.006497664	2.261691	0.009041546	1.776231	0.01146884
4.08	2.752308E-12	3.8658	0.001070998	3.31359	0.003832052	2.780267	0.006498664	2.271412	0.009042937	1.785878	0.01147061
4.09	4.180708E-12	3.875768	0.001071162	3.323472	0.003832641	2.790067	0.006499663	2.281134	0.00904433	1.795525	0.01147238
4.1	4.190112E-12	3.885735	0.001071326	3.333354	0.00383323	2.799867	0.006500663	2.290856	0.009045722	1.805171	0.01147414
4.11	2.781566E-12	3.895702	0.001071491	3.343236	0.003833819	2.809667	0.006501663	2.300577	0.009047114	1.814818	0.01147591
4.12	2.79097E-12	3.905669	0.001071655	3.353118	0.003834408	2.819467	0.006502663	2.310299	0.009048506	1.824465	0.01147768
4.13	4.220415E-12	3.915636	0.001071819	3.363001	0.003834997	2.829268	0.006503663	2.32002	0.009049898	1.834111	0.01147944
4.14	4.229819E-12	3.925603	0.001071984	3.372883	0.003835586	2.839067	0.006504663	2.329742	0.00905129	1.843758	0.01148121
4.15	2.821273E-12	3.93557	0.001072148	3.382765	0.003836175	2.848867	0.006505663	2.339463	0.009052683	1.853405	0.01148298
4.16	2.830677E-12	3.945538	0.001072312	3.392647	0.003836764	2.858667	0.006506663	2.349185	0.009054074	1.863051	0.01148474
4.17	4.260122E-12	3.955505	0.001072477	3.402529	0.003837354	2.868468	0.006507663	2.358907	0.009055466	1.872698	0.01148651
4.18	4.270571E-12	3.965472	0.001072641	3.412411	0.003837943	2.878268	0.006508662	2.368628	0.009056859	1.882345	0.01148828
4.19	2.860979E-12	3.975439	0.001072805	3.422294	0.003838532	2.888067	0.006509662	2.37835	0.009058251	1.891991	0.01149004
4.2	2.870384E-12	3.985406	0.00107297	3.432176	0.003839121	2.897867	0.006510662	2.388071	0.009059643	1.901638	0.01149181
4.21	4.300873E-12	3.995373	0.001073134	3.442058	0.00383971	2.907668	0.006511662	2.397793	0.009061035	1.911285	0.01149358
4.22	4.310278E-12	4.00534	0.001073299	3.45194	0.003840299	2.917468	0.006512662	2.407515	0.009062427	1.920931	0.01149534
4.23	2.901731E-12	4.015307	0.001073463	3.461822	0.003840888	2.927268	0.006513662	2.417236	0.009063819	1.930578	0.01149711
4.24	2.911135E-12	4.025275	0.001073627	3.471704	0.003841477	2.937068	0.006514662	2.426958	0.009065212	1.940225	0.01149888
4.25	4.34058E-12	4.035242	0.001073792	3.481587	0.003842067	2.946868	0.006515662	2.436679	0.009066603	1.949872	0.01150064
4.26	4.349984E-12	4.045209	0.001073956	3.491469	0.003842656	2.956668	0.006516661	2.446401	0.009067995	1.959518	0.01150241
4.27	2.941438E-12	4.055176	0.00107412	3.501351	0.003843245	2.966468	0.006517661	2.456122	0.009069388	1.969165	0.01150418
4.28	2.950842E-12	4.065143	0.001074285	3.511233	0.003843834	2.976268	0.006518661	2.465844	0.00907078	1.978812	0.01150594
4.29	4.380287E-12	4.07511	0.001074449	3.521115	0.003844423	2.986068	0.006519661	2.475566	0.009072172	1.988458	0.01150771
4.3	4.390736E-12	4.085077	0.001074613	3.530998	0.003845012	2.995868	0.006520661	2.485287	0.009073564	1.998105	0.01150948
4.31	2.981145E-12	4.095045	0.001074778	3.54088	0.003845601	3.005668	0.006521661	2.495009	0.009074956	2.007752	0.01151124
4.32	2.990549E-12	4.105011	0.001074942	3.550762	0.00384619	3.015468	0.006522661	2.50473	0.009076349	2.017398	0.01151301
4.33	4.421039E-12	4.114979	0.001075106	3.560644	0.003846779	3.025268	0.006523661	2.514452	0.00907774	2.027045	0.01151477
4.34	4.430443E-12	4.124946	0.001075271	3.570526	0.003847369	3.035068	0.006524661	2.524173	0.009079132	2.036692	0.01151654
4.35	3.021897E-12	4.134913	0.001075435	3.580409	0.003847958	3.044868	0.00652566	2.533895	0.009080525	2.046338	0.01151831
4.36	3.031301E-12	4.14488	0.001075599	3.590291	0.003848547	3.054668	0.00652666	2.543617	0.009081917	2.055985	0.01152007
4.37	4.460746E-12	4.154847	0.001075764	3.600173	0.003849136	3.064468	0.00652766	2.553338	0.009083308	2.065632	0.01152184
4.38	4.47015E-12	4.164814	0.001075928	3.610055	0.003849725	3.074268	0.00652866	2.56306	0.009084701	2.075279	0.01152361
4.39	3.061603E-12	4.174781	0.001076093	3.619937	0.003850314	3.084068	0.00652966	2.572781	0.009086093	2.084925	0.01152537
4.4	3.071007E-12	4.184749	0.001076257	3.629819	0.003850903	3.093868	0.00653066	2.582503	0.009087485	2.094572	0.01152714
4.41	4.500452E-12	4.194716	0.001076421	3.639702	0.003851492	3.103668	0.00653166	2.592225	0.009088877	2.104218	0.01152891
4.42	4.509856E-12	4.204683	0.001076586	3.649584	0.003852081	3.113468	0.006532659	2.601946	0.009090269	2.113865	0.01153067
4.43	3.10131E-12	4.21465	0.00107675	3.659466	0.003852671	3.123268	0.00653366	2.611668	0.009091661	2.123512	0.01153244
4.44	3.110714E-12	4.224617	0.001076914	3.669348	0.00385326	3.133068	0.006534659	2.621389	0.009093054	2.133159	0.01153421
4.45	4.541204E-12	4.234584	0.001077079	3.67923	0.003853849	3.142868	0.006535659	2.631111	0.009094445	2.142805	0.01153597
4.46	4.550608E-12	4.244551	0.001077243	3.689112	0.003854438	3.152668	0.006536659	2.640832	0.009095837	2.152452	0.01153774
4.47	3.142062E-12	4.254519	0.001077407	3.698995	0.003855027	3.162468	0.006537659	2.650554	0.00909723	2.162099	0.01153951
4.48	3.151466E-12	4.264486	0.001077572	3.708877	0.003855616	3.172268	0.006538659	2.660276	0.009098622	2.171745	0.01154127
4.49	4.580911E-12	4.274453	0.001077736	3.718759	0.003856205	3.182068	0.006539659	2.669997	0.009100013	2.181392	0.01154304
4.5	4.590315E-12	4.28442	0.0010779	3.728641	0.003856794	3.191868	0.006540658	2.679719	0.009101406	2.191039	0.01154481
4.51	3.181769E-12	4.294387	0.001078065	3.738523	0.003857383	3.201668	0.006541658	2.68944	0.009102798	2.200686	0.01154657
4.52	3.191173E-12	4.304354	0.001078229	3.748405	0.003857973	3.211468	0.006542658	2.699162	0.00910419	2.210332	0.01154834
4.53	4.620618E-12	4.314322	0.001078393	3.758288	0.003858562	3.221268	0.006543658	2.708884	0.009105582	2.219979	0.01155011
4.54	4.630022E-12	4.324288	0.001078558	3.76817	0.003859151	3.231068	0.006544658	2.718605	0.009106974	2.229625	0.01155187
4.55	3.221475E-12	4.334256	0.001078722	3.778052	0.00385974	3.240868	0.006545658	2.728327	0.009108366	2.239272	0.01155364
4.56	3.23088E-12	4.344223	0.001078887	3.787934	0.003860329	3.250669	0.006546658	2.738048	0.009109759	2.248919	0.01155541
4.57	4.661369E-12	4.35419	0.001079051	3.797817	0.003860918	3.260468	0.006547658	2.74777	0.00911115	2.258566	0.01155717
4.58	4.670774E-12	4.364157	0.001079215	3.807698	0.003861507	3.270268	0.006548658	2.757492	0.009112542	2.268212	0.01155894
4.59	3.262227E-12	4.374124	0.00107938	3.817581	0.003862096	3.280069	0.006549657	2.767213	0.009113935	2.277859	0.01156071
4.6	3.271631E-12	4.384091	0.001079544	3.827463	0.003862685	3.289869	0.006550657	2.776935	0.009115327	2.287506	0.01156247
4.61	4.701076E-12	4.394058	0.001079708	3.837345	0.003863274	3.299669	0.006551657	2.786656	0.009116719	2.297152	0.01156424
4.62	4.71048E-12	4.404026	0.001079873	3.847227	0.003863863	3.309469	0.006552657	2.796378	0.009118111	2.306799	0.011566
4.63	3.301934E-12	4.413992	0.001080037	3.85711	0.003864453	3.319269	0.006553657	2.806099	0.009119503	2.316446	0.01156777
4.64	3.311338E-12	4.42396	0.001080201	3.866992	0.003865042	3.329069	0.006554657	2.815821	0.009120896	2.326092	0.01156954
4.65	4.740783E-12	4.433927	0.001080366	3.876874	0.003865631	3.338869	0.006555656	2.825542	0.009122287	2.335739	0.0115713
4.66	4.750187E-12	4.443894	0.00108053	3.886756	0.00386622	3.348669	0.006556656	2.835264	0.009123679	2.345386	0.01157307
4.67	3.340596E-12	4.453861	0.001080694	3.896638	0.003866809	3.358469	0.006557656	2.844986	0.009125072	2.355032	0.01157484
4.68	3.351045E-12	4.463828	0.001080859	3.90652	0.003867398	3.368269	0.006558656	2.854707	0.009126464	2.364679	0.0115766
4.69	4.78049E-12	4.473795	0.001081023	3.916403	0.003867987	3.378069	0.006559656	2.864429	0.009127855	2.374326	0.01157837
4.7	4.790939E-12	4.483763	0.001081187	3.926285	0.003868576	3.387869	0.006560656	2.874151	0.009129248	2.383973	0.01158014
4.71	3.381348E-12	4.49373	0.001081352	3.936167	0.003869165	3.397669	0.006561656	2.883872	0.00913064	2.393619	0.0115819
4.72	3.391797E-12	4.503697	0.001081516	3.946049	0.003869754	3.407469	0.006562655	2.893594	0.009132032	2.403266	0.01158367
4.73	4.820196E-12	4.513664	0.00108168	3.955931	0.003870344	3.417269	0.006563656	2.903315	0.009133424	2.412913	0.01158544
4.74	4.830646E-12	4.523631	0.001081845	3.965813	0.003870933	3.427069	0.006564655	2.913037	0.009134816	2.422559	0.0115872
4.75	3.421054E-12	4.533598	0.001082009	3.975696	0.003871522	3.436869	0.006565655	2.922758	0.009136208	2.432206	0.01158897
4.76	3.431503E-12	4.543565	0.001082174	3.985578	0.003872111	3.446669	0.006566655	2.93248	0.0091376	2.441853	0.01159074
4.77	4.859903E-12	4.553533	0.001082338	3.99546	0.0038727	3.456469	0.006567655	2.942202	0.009138992	2.451499	0.0115925
4.78	4.870352E-12	4.563499	0.001082502	4.005342	0.003873289	3.466269	0.006568655	2.951923	0.009140384	2.461146	0.01159427
4.79	3.460761E-12	4.573467	0.001082667	4.015224	0.003873878	3.476069	0.006569655	2.961645	0.009141777	2.470793	0.01159604
4.8	3.47121E-12	4.583434	0.001082831	4.025106	0.003874467	3.485869	0.006570654	2.971366	0.009143168	2.480439	0.0115978
4.81	4.900655E-12	4.593401	0.001082995	4.034989	0.003875057	3.495669	0.006571654	2.981088	0.00914456	2.490086	0.01159957
4.82	4.911104E-12	4.603368	0.00108316	4.044871	0.003875646	3.505469	0.006572654	2.990809	0.009145953	2.499733	0.01160134
4.83	3.501513E-12	4.613335	0.001083324	4.054753	0.003876235	3.515269	0.006573654	3.000531	0.009147345	2.50938	0.0116031
4.84	3.511962E-12	4.623302	0.001083488	4.064635	0.003876824	3.525069	0.006574654	3.010253	0.009148736	2.519026	0.01160487
4.85	4.940362E-12	4.633269	0.001083653	4.074517	0.003877413	3.534869	0.006575654	3.019974	0.009150129	2.528673	0.01160664
4.86	4.950811E-12	4.643237	0.001083817	4.0844	0.003878002	3.544669	0.006576654	3.029696	0.009151521	2.53832	0.0116084
4.87	3.54122E-12	4.653204	0.001083981	4.094282	0.003878591	3.554469	0.006577653	3.039418	0.009152913	2.547966	0.01161017
4.88	3.551669E-12	4.663171	0.001084146	4.104164	0.00387918	3.564269	0.006578653	3.049139	0.009154305	2.557613	0.01161193
4.89	4.980068E-12	4.673138	0.00108431	4.114046	0.003879769	3.574069	0.006579653	3.058861	0.009155697	2.56726	0.0116137
4.9	4.990518E-12	4.683105	0.001084474	4.123929	0.003880358	3.583869	0.006580653	3.068582	0.00915709	2.576906	0.01161547
4.91	3.580926E-12	4.693072	0.001084639	4.133811	0.003880947	3.593669	0.006581653	3.078304	0.009158481	2.586553	0.01161723
4.92	3.591375E-12	4.703039	0.001084803	4.143692	0.003881536	3.603469	0.006582653	3.088025	0.009159873	2.5962	0.011619
4.93	5.020821E-12	4.713006	0.001084967	4.153575	0.003882125	3.61327	0.006583652	3.097747	0.009161266	2.605847	0.01162077
4.94	5.03127E-12	4.722974	0.001085132	4.163457	0.003882715	3.62307	0.006584652	3.107469	0.009162658	2.615493	0.01162253
4.95	3.621678E-12	4.732941	0.001085296	4.173339	0.003883304	3.632869	0.006585652	3.11719	0.009164049	2.62514	0.0116243
4.96	3.632127E-12	4.742908	0.00108546	4.183221	0.003883893	3.64267	0.006586652	3.126912	0.009165442	2.634787	0.01162607
4.97	5.060527E-12	4.752875	0.001085625	4.193104	0.003884482	3.65247	0.006587652	3.136633	0.009166834	2.644433	0.01162783
4.98	5.070976E-12	4.762842	0.001085789	4.202986	0.003885071	3.66227	0.006588652	3.146355	0.009168225	2.65408	0.0116296
4.99	3.661385E-12	4.77281	0.001085954	4.212868	0.00388566	3.67207	0.006589652	3.156076	0.009169618	2.663727	0.01163137
5	3.671834E-12	4.782776	0.001086118	4.22275	0.003886249	3.68187	0.006590651	3.165798	0.00917101	2.673373	0.01163313
5.01	5.100234E-12	4.792744	0.001086282	4.232632	0.003886838	3.69167	0.006591651	3.17552	0.009172402	2.68302	0.0116349
5.02	5.110683E-12	4.802711	0.001086447	4.242515	0.003887428	3.70147	0.006592651	3.185241	0.009173794	2.692667	0.01163667
5.03	3.701092E-12	4.812678	0.001086611	4.252397	0.003888017	3.71127	0.006593651	3.194963	0.009175186	2.702313	0.01163843
5.04	3.711541E-12	4.822645	0.001086775	4.262279	0.003888606	3.72107	0.006594651	3.204684	0.009176578	2.71196	0.0116402
5.05	5.140986E-12	4.832612	0.00108694	4.272161	0.003889195	3.73087	0.006595651	3.214406	0.00917797	2.721607	0.01164197
5.06	5.151435E-12	4.842579	0.001087104	4.282043	0.003889784	3.74067	0.00659665	3.224128	0.009179362	2.731254	0.01164373
5.07	3.741844E-12	4.852546	0.001087268	4.291925	0.003890373	3.75047	0.00659765	3.233849	0.009180754	2.7409	0.0116455
5.08	3.752293E-12	4.862514	0.001087433	4.301807	0.003890962	3.76027	0.00659865	3.243571	0.009182147	2.750547	0.01164727
5.09	5.180693E-12	4.87248	0.001087597	4.31169	0.003891551	3.77007	0.00659965	3.253292	0.009183538	2.760194	0.01164903
5.1	5.191142E-12	4.882448	0.001087761	4.321572	0.00389214	3.77987	0.00660065	3.263014	0.00918493	2.76984	0.0116508
5.11	3.78155E-12	4.892415	0.001087926	4.331454	0.003892729	3.78967	0.00660165	3.272736	0.009186323	2.779487	0.01165256
5.12	3.791999E-12	4.902382	0.00108809	4.341336	0.003893318	3.79947	0.00660265	3.282457	0.009187715	2.789134	0.01165433
5.13	5.220399E-12	4.912349	0.001088254	4.351219	0.003893907	3.80927	0.006603649	3.292179	0.009189107	2.79878	0.0116561
5.14	5.230848E-12	4.922316	0.001088419	4.361101	0.003894496	3.81907	0.00660465	3.3019	0.009190499	2.808427	0.01165786
5.15	3.821257E-12	4.932283	0.001088583	4.370983	0.003895086	3.82887	0.006605649	3.311622	0.009191891	2.818074	0.01165963
5.16	3.831706E-12	4.942251	0.001088747	4.380865	0.003895675	3.83867	0.006606649	3.321343	0.009193283	2.827721	0.0116614
5.17	5.261151E-12	4.952218	0.001088912	4.390747	0.003896264	3.84847	0.006607649	3.331065	0.009194675	2.837367	0.01166316
5.18	5.2716E-12	4.962185	0.001089076	4.40063	0.003896853	3.85827	0.006608649	3.340787	0.009196067	2.847014	0.01166493
5.19	3.860964E-12	4.972152	0.00108924	4.410511	0.003897442	3.86807	0.006609648	3.350508	0.009197459	2.856661	0.0116667
5.2	3.872458E-12	4.982119	0.001089405	4.420394	0.003898031	3.87787	0.006610648	3.36023	0.009198851	2.866307	0.01166846
5.21	5.300858E-12	4.992086	0.001089569	4.430276	0.00389862	3.88767	0.006611648	3.369951	0.009200243	2.875954	0.01167023
5.22	5.311307E-12	5.002053	0.001089733	4.440158	0.003899209	3.89747	0.006612648	3.379673	0.009201636	2.885601	0.011672
5.23	3.901716E-12	5.012021	0.001089898	4.45004	0.003899798	3.90727	0.006613648	3.389395	0.009203027	2.895247	0.01167376
5.24	3.912165E-12	5.021987	0.001090062	4.459922	0.003900387	3.91707	0.006614648	3.399116	0.009204419	2.904894	0.01167553
5.25	5.340565E-12	5.031955	0.001090226	4.469805	0.003900977	3.926871	0.006615648	3.408838	0.009205812	2.914541	0.0116773
5.26	5.349969E-12	5.041922	0.001090391	4.479687	0.003901566	3.936671	0.006616647	3.418559	0.009207203	2.924187	0.01167906
5.27	3.941422E-12	5.051889	0.001090555	4.489569	0.003902155	3.94647	0.006617647	3.428281	0.009208595	2.933834	0.01168083
5.28	3.950827E-12	5.061856	0.00109072	4.499451	0.003902744	3.95627	0.006618647	3.438003	0.009209988	2.943481	0.0116826
5.29	5.381316E-12	5.071823	0.001090884	4.509334	0.003903333	3.966071	0.006619647	3.447724	0.00921138	2.953128	0.01168436
5.3	5.39072E-12	5.08179	0.001091048	4.519216	0.003903922	3.975871	0.006620647	3.457446	0.009212771	2.962774	0.01168613
5.31	3.981129E-12	5.091757	0.001091213	4.529098	0.003904511	3.985671	0.006621647	3.467167	0.009214164	2.972421	0.0116879
5.32	3.991578E-12	5.101725	0.001091377	4.53898	0.0039051	3.995471	0.006622646	3.476889	0.009215556	2.982068	0.01168966
5.33	5.421023E-12	5.111692	0.001091541	4.548862	0.003905689	4.005271	0.006623646	3.48661	0.009216947	2.991714	0.01169143
5.34	5.430427E-12	5.121659	0.001091706	4.558744	0.003906278	4.015071	0.006624646	3.496332	0.00921834	3.001361	0.01169319
5.35	4.021881E-12	5.131626	0.00109187	4.568626	0.003906867	4.024871	0.006625646	3.506054	0.009219732	3.011008	0.01169496
5.36	4.031285E-12	5.141593	0.001092034	4.578509	0.003907457	4.034671	0.006626646	3.515775	0.009221124	3.020654	0.01169673
5.37	5.46073E-12	5.15156	0.001092199	4.588391	0.003908046	4.044471	0.006627646	3.525497	0.009222516	3.030301	0.01169849
5.38	5.470134E-12	5.161528	0.001092363	4.598273	0.003908635	4.054271	0.006628646	3.535218	0.009223908	3.039948	0.01170026
5.39	4.061588E-12	5.171494	0.001092527	4.608155	0.003909224	4.064071	0.006629645	3.54494	0.009225301	3.049595	0.01170203
5.4	4.070992E-12	5.181462	0.001092692	4.618037	0.003909813	4.073871	0.006630645	3.554662	0.009226692	3.059241	0.01170379
5.41	5.500437E-12	5.191429	0.001092856	4.62792	0.003910402	4.083671	0.006631645	3.564383	0.009228084	3.068888	0.01170556
5.42	5.510886E-12	5.201396	0.00109302	4.637802	0.003910991	4.093471	0.006632645	3.574105	0.009229477	3.078535	0.01170733
5.43	4.101294E-12	5.211363	0.001093185	4.647684	0.00391158	4.103271	0.006633645	3.583826	0.009230868	3.088181	0.01170909
5.44	4.110699E-12	5.22133	0.001093349	4.657566	0.003912169	4.113071	0.006634645	3.593548	0.00923226	3.097828	0.01171086
5.45	5.541189E-12	5.231297	0.001093513	4.667449	0.003912758	4.122871	0.006635644	3.60327	0.009233653	3.107475	0.01171263
5.46	5.550593E-12	5.241264	0.001093678	4.67733	0.003913347	4.132671	0.006636644	3.612991	0.009235044	3.117121	0.01171439
5.47	4.142046E-12	5.251232	0.001093842	4.687213	0.003913936	4.142471	0.006637644	3.622713	0.009236436	3.126768	0.01171616
5.48	4.15145E-12	5.261199	0.001094006	4.697095	0.003914525	4.152271	0.006638644	3.632434	0.009237829	3.136415	0.01171792
5.49	5.580895E-12	5.271166	0.001094171	4.706977	0.003915114	4.162071	0.006639644	3.642156	0.009239221	3.146062	0.01171969
5.5	5.590299E-12	5.281133	0.001094335	4.716859	0.003915704	4.171871	0.006640644	3.651877	0.009240612	3.155708	0.01172146
5.51	4.181753E-12	5.2911	0.001094499	4.726741	0.003916293	4.181671	0.006641644	3.661599	0.009242005	3.165355	0.01172323
5.52	4.191157E-12	5.301067	0.001094664	4.736624	0.003916882	4.191472	0.006642643	3.671321	0.009243397	3.175002	0.01172499
5.53	5.620602E-12	5.311034	0.001094828	4.746506	0.003917471	4.201272	0.006643643	3.681042	0.009244788	3.184649	0.01172676
5.54	5.631051E-12	5.321002	0.001094993	4.756388	0.00391806	4.211071	0.006644643	3.690764	0.009246181	3.194295	0.01172852
5.55	4.22146E-12	5.330969	0.001095157	4.76627	0.003918649	4.220871	0.006645643	3.700485	0.009247573	3.203942	0.01173029
5.56	4.230864E-12	5.340936	0.001095321	4.776153	0.003919238	4.230671	0.006646642	3.710207	0.009248964	3.213588	0.01173206
5.57	5.661354E-12	5.350903	0.001095486	4.786035	0.003919827	4.240471	0.006647642	3.719929	0.009250357	3.223235	0.01173382
5.58	5.670758E-12	5.36087	0.00109565	4.795917	0.003920416	4.250271	0.006648642	3.72965	0.009251749	3.232882	0.01173559
5.59	4.262212E-12	5.370837	0.001095814	4.805799	0.003921005	4.260072	0.006649642	3.739372	0.009253141	3.242529	0.01173736
5.6	4.271616E-12	5.380804	0.001095979	4.815681	0.003921594	4.269872	0.006650642	3.749093	0.009254533	3.252175	0.01173912
5.61	5.701061E-12	5.390771	0.001096143	4.825563	0.003922184	4.279672	0.006651642	3.758815	0.009255925	3.261822	0.01174089
5.62	5.710465E-12	5.400739	0.001096307	4.835445	0.003922773	4.289472	0.006652642	3.768537	0.009257318	3.271469	0.01174266
5.63	4.301918E-12	5.410706	0.001096472	4.845328	0.003923362	4.299272	0.006653641	3.778258	0.009258709	3.281116	0.01174442
5.64	4.311323E-12	5.420673	0.001096636	4.85521	0.003923951	4.309072	0.006654641	3.78798	0.009260101	3.290762	0.01174619
5.65	5.740767E-12	5.43064	0.0010968	4.865092	0.00392454	4.318872	0.006655641	3.797701	0.009261494	3.300409	0.01174796
5.66	5.751216E-12	5.440607	0.001096965	4.874974	0.003925129	4.328672	0.006656641	3.807423	0.009262885	3.310055	0.01174972
5.67	4.341625E-12	5.450574	0.001097129	4.884856	0.003925718	4.338472	0.006657641	3.817145	0.009264277	3.319702	0.01175149
5.68	4.35103E-12	5.460541	0.001097293	4.894739	0.003926307	4.348272	0.006658641	3.826866	0.00926567	3.329349	0.01175325
5.69	5.781519E-12	5.470509	0.001097458	4.904621	0.003926896	4.358072	0.00665964	3.836588	0.009267061	3.338996	0.01175502
5.7	5.790923E-12	5.480475	0.001097622	4.914503	0.003927485	4.367872	0.00666064	3.846309	0.009268453	3.348642	0.01175679
5.71	4.382377E-12	5.490443	0.001097786	4.924385	0.003928074	4.377672	0.00666164	3.856031	0.009269846	3.358289	0.01175855
5.72	4.391781E-12	5.50041	0.001097951	4.934268	0.003928663	4.387472	0.00666264	3.865752	0.009271237	3.367936	0.01176032
5.73	5.821226E-12	5.510377	0.001098115	4.944149	0.003929252	4.397272	0.00666364	3.875474	0.009272629	3.377583	0.01176209
5.74	5.83063E-12	5.520344	0.001098279	4.954031	0.003929841	4.407072	0.006664639	3.885196	0.009274022	3.387229	0.01176385
5.75	4.422084E-12	5.530311	0.001098444	4.963914	0.00393043	4.416872	0.006665639	3.894917	0.009275413	3.396876	0.01176562
5.76	4.431488E-12	5.540278	0.001098608	4.973796	0.00393102	4.426672	0.006666639	3.904639	0.009276805	3.406523	0.01176739
5.77	5.860933E-12	5.550245	0.001098772	4.983678	0.003931609	4.436472	0.006667639	3.914361	0.009278198	3.416169	0.01176915
5.78	5.870337E-12	5.560213	0.001098937	4.99356	0.003932198	4.446272	0.006668639	3.924082	0.009279589	3.425816	0.01177092
5.79	4.46179E-12	5.57018	0.001099101	5.003443	0.003932787	4.456072	0.006669639	3.933804	0.009280981	3.435463	0.01177269
5.8	4.471195E-12	5.580147	0.001099265	5.013325	0.003933376	4.465872	0.006670638	3.943525	0.009282374	3.445109	0.01177445
5.81	5.901685E-12	5.590114	0.00109943	5.023207	0.003933965	4.475672	0.006671638	3.953247	0.009283765	3.454756	0.01177622
5.82	5.911088E-12	5.600081	0.001099594	5.033089	0.003934554	4.485472	0.006672638	3.962968	0.009285158	3.464403	0.01177799
5.83	4.502542E-12	5.610048	0.001099758	5.042971	0.003935143	4.495273	0.006673638	3.97269	0.00928655	3.47405	0.01177975
5.84	4.511946E-12	5.620016	0.001099923	5.052854	0.003935732	4.505073	0.006674638	3.982412	0.009287942	3.483696	0.01178152
5.85	5.940346E-12	5.629982	0.001100087	5.062736	0.003936321	4.514873	0.006675637	3.992133	0.009289334	3.493343	0.01178329
5.86	5.950795E-12	5.63995	0.001100251	5.072618	0.003936911	4.524673	0.006676637	4.001855	0.009290726	3.50299	0.01178505
5.87	4.541204E-12	5.649917	0.001100416	5.0825	0.0039375	4.534472	0.006677637	4.011577	0.009292118	3.512636	0.01178682
5.88	4.551653E-12	5.659884	0.00110058	5.092382	0.003938089	4.544272	0.006678637	4.021298	0.00929351	3.522283	0.01178858
5.89	5.980053E-12	5.669851	0.001100744	5.102264	0.003938678	4.554073	0.006679637	4.03102	0.009294902	3.53193	0.01179035
5.9	5.990502E-12	5.679818	0.001100909	5.112147	0.003939267	4.563873	0.006680637	4.040741	0.009296294	3.541577	0.01179212
5.91	4.580911E-12	5.689785	0.001101073	5.122029	0.003939856	4.573673	0.006681636	4.050463	0.009297686	3.551223	0.01179388
5.92	4.59136E-12	5.699752	0.001101237	5.131911	0.003940445	4.583473	0.006682636	4.060184	0.009299078	3.56087	0.01179565
5.93	6.020805E-12	5.70972	0.001101402	5.141793	0.003941034	4.593273	0.006683636	4.069906	0.00930047	3.570517	0.01179742
5.94	6.031254E-12	5.719687	0.001101566	5.151675	0.003941623	4.603073	0.006684636	4.079628	0.009301862	3.580163	0.01179918
5.95	4.621662E-12	5.729654	0.001101731	5.161558	0.003942212	4.612873	0.006685636	4.089349	0.009303254	3.58981	0.01180095
5.96	4.632112E-12	5.739621	0.001101895	5.17144	0.003942801	4.622673	0.006686635	4.099071	0.009304646	3.599457	0.01180272
